Code,Description,UID,#ISIC,PARENT #ISIC,Level No.,Level Description,Sections,Division,Group,Class,Used For Concordance ,"Matches to 
Concordance NACE","Matches to 
Concordance
(NAICS to ISIC)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to NACE)","Not in
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ANZSIC)",Matched to NETVIEW,"Matches to 
Concordance
(ISIC to NACE)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to ANZSIC)",
6629,Other activities auxiliary to insurance and pension funding,F1.0561,ISIC-6629,ISIC-662,4,Class,K,66,662,6629,Yes,1,3,3,1,,2,6,NACE-66.29,NAICS-524292;  NAICS-524298;  NAICS-541612,ANZSIC-6419;  ANZSIC-6420,
663,Fund management activities,F1.0562,ISIC-663,ISIC-66,3,Group,K,66,663,0000,Yes,1,0,0,1,Yes,0,1,NACE-66.3,,,
6630,Fund management activities,F1.0563,ISIC-6630,ISIC-663,4,Class,K,66,663,6630,Yes,1,1,1,1,,1,3,NACE-66.30,NAICS-523920,ANZSIC-6419,
L,Real estate activities,F1.0564,ISIC-L,ISIC,1,Sections,L,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-L,,,
68,Real estate activities,F1.0565,ISIC-68,ISIC-L,2,Division,L,68,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-68,,,
681,Real estate activities with own or leased property,F1.0566,ISIC-681,ISIC-68,3,Group,L,68,681,0000,Yes,2,0,0,2,Yes,0,2,NACE-68.1;  NACE-68.2,,,
6810,Real estate activities with own or leased property,F1.0567,ISIC-6810,ISIC-681,4,Class,L,68,681,6810,Yes,2,5,5,2,,3,10,NACE-68.10;  NACE-68.20,NAICS-523910;  NAICS-531110;  NAICS-531120;  NAICS-531130;  NAICS-531190,ANZSIC-3211;  ANZSIC-6711;  ANZSIC-6712,
682,Real estate activities on a fee or contract basis,F1.0568,ISIC-682,ISIC-68,3,Group,L,68,682,0000,Yes,1,0,0,1,Yes,0,1,NACE-68.3,,,
6820,Real estate activities on a fee or contract basis,F1.0569,ISIC-6820,ISIC-682,4,Class,L,68,682,6820,Yes,2,5,5,2,,1,8,NACE-68.31;  NACE-68.32,NAICS-531210;  NAICS-531311;  NAICS-531312;  NAICS-531320;  NAICS-531390,ANZSIC-6720,
M,"Professional, scientific and technical activities",F1.0570,ISIC-M,ISIC,1,Sections,M,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-M,,,
69,Legal and accounting activities,F1.0571,ISIC-69,ISIC-M,2,Division,M,69,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-69,,,
691,Legal activities,F1.0572,ISIC-691,ISIC-69,3,Group,M,69,691,0000,Yes,1,0,0,1,Yes,0,1,NACE-69.1,,,
6910,Legal activities,F1.0573,ISIC-6910,ISIC-691,4,Class,M,69,691,6910,Yes,1,5,5,1,,1,7,NACE-69.10,NAICS-541110;  NAICS-541120;  NAICS-541191;  NAICS-541199;  NAICS-541990,ANZSIC-6931,
692,"Accounting, bookkeeping and auditing activities; tax consultancy",F1.0574,ISIC-692,ISIC-69,3,Group,M,69,692,0000,Yes,1,0,0,1,Yes,0,1,NACE-69.2,,,
6920,"Accounting, bookkeeping and auditing activities; tax consultancy",F1.0575,ISIC-6920,ISIC-692,4,Class,M,69,692,6920,Yes,1,4,4,1,,1,6,NACE-69.20,NAICS-541211;  NAICS-541213;  NAICS-541214;  NAICS-541219,ANZSIC-6932,
70,Activities of head offices; management consultancy activities,F1.0576,ISIC-70,ISIC-M,2,Division,M,70,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-70,,,
701,Activities of head offices,F1.0577,ISIC-701,ISIC-70,3,Group,M,70,701,0000,Yes,1,0,0,1,Yes,0,1,NACE-70.1,,,
7010,Activities of head offices,F1.0578,ISIC-7010,ISIC-701,4,Class,M,70,701,7010,Yes,1,1,1,1,,1,3,NACE-70.10,NAICS-551114,ANZSIC-6961,
702,Management consultancy activities,F1.0579,ISIC-702,ISIC-70,3,Group,M,70,702,0000,Yes,1,0,0,1,Yes,0,1,NACE-70.2,,,
7020,Management consultancy activities,F1.0580,ISIC-7020,ISIC-702,4,Class,M,70,702,7020,Yes,2,5,5,2,,1,8,NACE-70.21;  NACE-70.22,NAICS-541611;  NAICS-541612;  NAICS-541613;  NAICS-541614;  NAICS-541820,ANZSIC-6962,
71,Architectural and engineering activities; technical testing and analysis,F1.0581,ISIC-71,ISIC-M,2,Division,M,71,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-71,,,
711,Architectural and engineering activities and related technical consultancy,F1.0582,ISIC-711,ISIC-71,3,Group,M,71,711,0000,Yes,1,0,0,1,Yes,0,1,NACE-71.1,,,
7110,Architectural and engineering activities and related technical consultancy,F1.0583,ISIC-7110,ISIC-711,4,Class,M,71,711,7110,Yes,2,7,7,2,,4,13,NACE-71.11;  NACE-71.12,NAICS-541310;  NAICS-541320;  NAICS-541330;  NAICS-541340;  NAICS-541350;  NAICS-541360;  NAICS-541370,ANZSIC-6921;  ANZSIC-6922;  ANZSIC-6923;  ANZSIC-6999,
712,Technical testing and analysis,F1.0584,ISIC-712,ISIC-71,3,Group,M,71,712,0000,Yes,1,0,0,1,Yes,0,1,NACE-71.2,,,
7120,Technical testing and analysis,F1.0585,ISIC-7120,ISIC-712,4,Class,M,71,712,7120,Yes,1,2,2,1,,2,5,NACE-71.20,NAICS-541380;  NAICS-811198,ANZSIC-6925;  ANZSIC-7720,
72,Scientific research and development,F1.0586,ISIC-72,ISIC-M,2,Division,M,72,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-72,,,
721,Research and experimental development on natural sciences and engineering,F1.0587,ISIC-721,ISIC-72,3,Group,M,72,721,0000,Yes,1,0,0,1,Yes,0,1,NACE-72.1,,,
7210,Research and experimental development on natural sciences and engineering,F1.0588,ISIC-7210,ISIC-721,4,Class,M,72,721,7210,Yes,2,3,3,2,,1,6,NACE-72.11;  NACE-72.19,NAICS-541713;  NAICS-541714;  NAICS-541715,ANZSIC-6910,
722,Research and experimental development on social sciences and humanities,F1.0589,ISIC-722,ISIC-72,3,Group,M,72,722,0000,Yes,1,0,0,1,Yes,0,1,NACE-72.2,,,
7220,Research and experimental development on social sciences and humanities,F1.0590,ISIC-7220,ISIC-722,4,Class,M,72,722,7220,Yes,1,1,1,1,,1,3,NACE-72.20,NAICS-541720,ANZSIC-6910,
73,Advertising and market research,F1.0591,ISIC-73,ISIC-M,2,Division,M,73,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-73,,,
731,Advertising,F1.0592,ISIC-731,ISIC-73,3,Group,M,73,731,0000,Yes,1,0,0,1,Yes,0,1,NACE-73.1,,,
7310,Advertising,F1.0593,ISIC-7310,ISIC-731,4,Class,M,73,731,7310,Yes,2,7,7,2,,2,11,NACE-73.11;  NACE-73.12,NAICS-541810;  NAICS-541830;  NAICS-541840;  NAICS-541850;  NAICS-541860;  NAICS-541870;  NAICS-541890,ANZSIC-6924;  ANZSIC-6940,
732,Market research and public opinion polling,F1.0594,ISIC-732,ISIC-73,3,Group,M,73,732,0000,Yes,1,0,0,1,Yes,0,1,NACE-73.2,,,
7320,Market research and public opinion polling,F1.0595,ISIC-7320,ISIC-732,4,Class,M,73,732,7320,Yes,1,1,1,1,,1,3,NACE-73.20,NAICS-541910,ANZSIC-6950,
74,"Other professional, scientific and technical activities",F1.0596,ISIC-74,ISIC-M,2,Division,M,74,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-74,,,
741,Specialized design activities,F1.0597,ISIC-741,ISIC-74,3,Group,M,74,741,0000,Yes,1,0,0,1,Yes,0,1,NACE-74.1,,,
7410,Specialized design activities,F1.0598,ISIC-7410,ISIC-741,4,Class,M,74,741,7410,Yes,1,4,4,1,,2,7,NACE-74.10,NAICS-541410;  NAICS-541420;  NAICS-541430;  NAICS-541490,ANZSIC-6923;  ANZSIC-6924,
742,Photographic activities,F1.0599,ISIC-742,ISIC-74,3,Group,M,74,742,0000,Yes,1,0,0,1,Yes,0,1,NACE-74.2,,,
7420,Photographic activities,F1.0600,ISIC-7420,ISIC-742,4,Class,M,74,742,7420,Yes,1,6,6,1,,4,11,NACE-74.20,NAICS-518210;  NAICS-541921;  NAICS-541922;  NAICS-711510;  NAICS-812921;  NAICS-812922,ANZSIC-5921;  ANZSIC-6991;  ANZSIC-9002;  ANZSIC-9532,
749,"Other professional, scientific and technical activities n.e.c.",F1.0601,ISIC-749,ISIC-74,3,Group,M,74,749,0000,Yes,2,0,0,2,Yes,0,2,NACE-74.3;  NACE-74.9,,,
7490,"Other professional, scientific and technical activities n.e.c.",F1.0602,ISIC-7490,ISIC-749,4,Class,M,74,749,7490,Yes,2,7,7,2,,6,15,NACE-74.30;  NACE-74.90,NAICS-541614;  NAICS-541618;  NAICS-541620;  NAICS-541690;  NAICS-541930;  NAICS-541990;  NAICS-711410,ANZSIC-5292;  ANZSIC-6411;  ANZSIC-6923;  ANZSIC-6962;  ANZSIC-6999;  ANZSIC-7211,
75,Veterinary activities,F1.0603,ISIC-75,ISIC-M,2,Division,M,75,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-75,,,
750,Veterinary activities,F1.0604,ISIC-750,ISIC-75,3,Group,M,75,750,0000,Yes,1,0,0,1,Yes,0,1,NACE-75.0,,,
7500,Veterinary activities,F1.0605,ISIC-7500,ISIC-750,4,Class,M,75,750,7500,Yes,1,2,2,1,,1,4,NACE-75.00,NAICS-115210;  NAICS-541940,ANZSIC-6970,
N,Administrative and support service activities,F1.0606,ISIC-N,ISIC,1,Sections,N,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-N,,,
77,Rental and leasing activities,F1.0607,ISIC-77,ISIC-N,2,Division,N,77,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-77,,,
771,Renting and leasing of motor vehicles,F1.0608,ISIC-771,ISIC-77,3,Group,N,77,771,0000,Yes,1,0,0,1,Yes,0,1,NACE-77.1,,,
7710,Renting and leasing of motor vehicles,F1.0609,ISIC-7710,ISIC-771,4,Class,N,77,771,7710,Yes,2,3,3,2,,2,7,NACE-77.11;  NACE-77.12,NAICS-532111;  NAICS-532112;  NAICS-532120,ANZSIC-6611;  ANZSIC-6619,
772,Renting and leasing of personal and household goods,F1.0610,ISIC-772,ISIC-77,3,Group,N,77,772,0000,Yes,1,0,0,1,Yes,0,1,NACE-77.2,,,
7721,Renting and leasing of recreational and sports goods,F1.0611,ISIC-7721,ISIC-772,4,Class,N,77,772,7721,Yes,1,1,1,1,,2,4,NACE-77.21,NAICS-532284,ANZSIC-6619;  ANZSIC-6639,
7722,Renting of video tapes and disks,F1.0612,ISIC-7722,ISIC-772,4,Class,N,77,772,7722,Yes,1,1,1,1,,1,3,NACE-77.22,NAICS-532282,ANZSIC-6632,
7729,Renting and leasing of other personal and household goods,F1.0613,ISIC-7729,ISIC-772,4,Class,N,77,772,7729,Yes,1,5,5,1,,1,7,NACE-77.29,NAICS-532210;  NAICS-532281;  NAICS-532283;  NAICS-532289;  NAICS-532310,ANZSIC-6639,
773,"Renting and leasing of other machinery, equipment and tangible goods",F1.0614,ISIC-773,ISIC-77,3,Group,N,77,773,0000,Yes,1,0,0,1,Yes,0,1,NACE-77.3,,,
7730,"Renting and leasing of other machinery, equipment and tangible goods",F1.0615,ISIC-7730,ISIC-773,4,Class,N,77,773,7730,Yes,6,7,7,6,,4,17,NACE-77.31;  NACE-77.32;  NACE-77.33;  NACE-77.34;  NACE-77.35;  NACE-77.39,NAICS-532120;  NAICS-532284;  NAICS-532310;  NAICS-532411;  NAICS-532412;  NAICS-532420;  NAICS-532490,ANZSIC-6619;  ANZSIC-6620;  ANZSIC-6631;  ANZSIC-6639,
774,"Leasing of intellectual property and similar products, except copyrighted works",F1.0616,ISIC-774,ISIC-77,3,Group,N,77,774,0000,Yes,1,0,0,1,Yes,0,1,NACE-77.4,,,
7740,"Leasing of intellectual property and similar products, except copyrighted works",F1.0617,ISIC-7740,ISIC-774,4,Class,N,77,774,7740,Yes,1,1,1,1,,1,3,NACE-77.40,NAICS-533110,ANZSIC-6640,
78,Employment activities,F1.0618,ISIC-78,ISIC-N,2,Division,N,78,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-78,,,
781,Activities of employment placement agencies,F1.0619,ISIC-781,ISIC-78,3,Group,N,78,781,0000,Yes,1,0,0,1,Yes,0,1,NACE-78.1,,,
7810,Activities of employment placement agencies,F1.0620,ISIC-7810,ISIC-781,4,Class,N,78,781,7810,Yes,1,2,2,1,,1,4,NACE-78.10,NAICS-561311;  NAICS-561312,ANZSIC-7211,
782,Temporary employment agency activities,F1.0621,ISIC-782,ISIC-78,3,Group,N,78,782,0000,Yes,1,0,0,1,Yes,0,1,NACE-78.2,,,
7820,Temporary employment agency activities,F1.0622,ISIC-7820,ISIC-782,4,Class,N,78,782,7820,Yes,1,1,1,1,,1,3,NACE-78.20,NAICS-561320,ANZSIC-7212,
783,Other human resources provision,F1.0623,ISIC-783,ISIC-78,3,Group,N,78,783,0000,Yes,1,0,0,1,Yes,0,1,NACE-78.3,,,
7830,Other human resources provision,F1.0624,ISIC-7830,ISIC-783,4,Class,N,78,783,7830,Yes,1,1,1,1,,2,4,NACE-78.30,NAICS-561330,ANZSIC-6962;  ANZSIC-7291,
79,"Travel agency, tour operator, reservation service and related activities",F1.0625,ISIC-79,ISIC-N,2,Division,N,79,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-79,,,
791,Travel agency and tour operator activities,F1.0626,ISIC-791,ISIC-79,3,Group,N,79,791,0000,Yes,1,0,0,1,Yes,0,1,NACE-79.1,,,
7911,Travel agency activities,F1.0627,ISIC-7911,ISIC-791,4,Class,N,79,791,7911,Yes,1,1,1,1,,2,4,NACE-79.11,NAICS-561510,ANZSIC-7220;  ANZSIC-7299,
7912,Tour operator activities,F1.0628,ISIC-7912,ISIC-791,4,Class,N,79,791,7912,Yes,1,1,1,1,,2,4,NACE-79.12,NAICS-561520,ANZSIC-7220;  ANZSIC-7299,
799,Other reservation service and related activities,F1.0629,ISIC-799,ISIC-79,3,Group,N,79,799,0000,Yes,1,0,0,1,Yes,0,1,NACE-79.9,,,
7990,Other reservation service and related activities,F1.0630,ISIC-7990,ISIC-799,4,Class,N,79,799,7990,Yes,1,4,4,1,,2,7,NACE-79.90,NAICS-561591;  NAICS-561599;  NAICS-713990;  NAICS-926110,ANZSIC-7220;  ANZSIC-7299,
80,Security and investigation activities,F1.0631,ISIC-80,ISIC-N,2,Division,N,80,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-80,,,
801,Private security activities,F1.0632,ISIC-801,ISIC-80,3,Group,N,80,801,0000,Yes,1,0,0,1,Yes,0,1,NACE-80.1,,,
8010,Private security activities,F1.0633,ISIC-8010,ISIC-801,4,Class,N,80,801,8010,Yes,1,3,3,1,,1,5,NACE-80.10,NAICS-561611;  NAICS-561612;  NAICS-561613,ANZSIC-7712,
802,Security systems service activities,F1.0634,ISIC-802,ISIC-80,3,Group,N,80,802,0000,Yes,1,0,0,1,Yes,0,1,NACE-80.2,,,
8020,Security systems service activities,F1.0635,ISIC-8020,ISIC-802,4,Class,N,80,802,8020,Yes,1,2,2,1,,1,4,NACE-80.20,NAICS-561621;  NAICS-561622,ANZSIC-7712,
803,Investigation activities,F1.0636,ISIC-803,ISIC-80,3,Group,N,80,803,0000,Yes,1,0,0,1,Yes,0,1,NACE-80.3,,,
8030,Investigation activities,F1.0637,ISIC-8030,ISIC-803,4,Class,N,80,803,8030,Yes,1,2,2,1,,1,4,NACE-80.30,NAICS-541990;  NAICS-561611,ANZSIC-7712,
81,Services to buildings and landscape activities,F1.0638,ISIC-81,ISIC-N,2,Division,N,81,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-81,,,
811,Combined facilities support activities,F1.0639,ISIC-811,ISIC-81,3,Group,N,81,811,0000,Yes,1,0,0,1,Yes,0,1,NACE-81.1,,,
8110,Combined facilities support activities,F1.0640,ISIC-8110,ISIC-811,4,Class,N,81,811,8110,Yes,1,1,1,1,,1,3,NACE-81.10,NAICS-561210,ANZSIC-6720,
812,Cleaning activities,F1.0641,ISIC-812,ISIC-81,3,Group,N,81,812,0000,Yes,1,0,0,1,Yes,0,1,NACE-81.2,,,
8121,General cleaning of buildings,F1.0642,ISIC-8121,ISIC-812,4,Class,N,81,812,8121,Yes,1,1,1,1,,1,3,NACE-81.21,NAICS-561720,ANZSIC-7311,
8129,Other building and industrial cleaning activities,F1.0643,ISIC-8129,ISIC-812,4,Class,N,81,812,8129,Yes,2,9,9,2,,2,13,NACE-81.22;  NACE-81.29,NAICS-238220;  NAICS-488119;  NAICS-488210;  NAICS-488320;  NAICS-488490;  NAICS-561710;  NAICS-561720;  NAICS-561790;  NAICS-811310,ANZSIC-7311;  ANZSIC-7312,
813,Landscape care and maintenance service activities,F1.0644,ISIC-813,ISIC-81,3,Group,N,81,813,0000,Yes,1,0,0,1,Yes,0,1,NACE-81.3,,,
8130,Landscape care and maintenance service activities,F1.0645,ISIC-8130,ISIC-813,4,Class,N,81,813,8130,Yes,1,1,1,1,,2,4,NACE-81.30,NAICS-561730,ANZSIC-3291;  ANZSIC-7313,
82,"Office administrative, office support and other business support activities",F1.0646,ISIC-82,ISIC-N,2,Division,N,82,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-82,,,
821,Office administrative and support activities,F1.0647,ISIC-821,ISIC-82,3,Group,N,82,821,0000,Yes,1,0,0,1,Yes,0,1,NACE-82.1,,,
8211,Combined office administrative service activities,F1.0648,ISIC-8211,ISIC-821,4,Class,N,82,821,8211,Yes,1,1,1,1,,1,3,NACE-82.11,NAICS-561110,ANZSIC-7291,
8219,"Photocopying, document preparation and other specialized office support activities",F1.0649,ISIC-8219,ISIC-821,4,Class,N,82,821,8219,Yes,1,4,4,1,,3,8,NACE-82.19,NAICS-323111;  NAICS-561410;  NAICS-561431;  NAICS-561439,ANZSIC-5101;  ANZSIC-7291;  ANZSIC-7292,
822,Activities of call centres,F1.0650,ISIC-822,ISIC-82,3,Group,N,82,822,0000,Yes,1,0,0,1,Yes,0,1,NACE-82.2,,,
8220,Activities of call centres,F1.0651,ISIC-8220,ISIC-822,4,Class,N,82,822,8220,Yes,1,2,2,1,,1,4,NACE-82.20,NAICS-561421;  NAICS-561422,ANZSIC-7294,
823,Organization of conventions and trade shows,F1.0652,ISIC-823,ISIC-82,3,Group,N,82,823,0000,Yes,1,0,0,1,Yes,0,1,NACE-82.3,,,
8230,Organization of conventions and trade shows,F1.0653,ISIC-8230,ISIC-823,4,Class,N,82,823,8230,Yes,1,1,1,1,,1,3,NACE-82.30,NAICS-561920,ANZSIC-7299,
829,Business support service activities n.e.c.,F1.0654,ISIC-829,ISIC-82,3,Group,N,82,829,0000,Yes,1,0,0,1,Yes,0,1,NACE-82.9,,,
8291,Activities of collection agencies and credit bureaus,F1.0655,ISIC-8291,ISIC-829,4,Class,N,82,829,8291,Yes,1,2,2,1,,1,4,NACE-82.91,NAICS-561440;  NAICS-561450,ANZSIC-7293,
8292,Packaging activities,F1.0656,ISIC-8292,ISIC-829,4,Class,N,82,829,8292,Yes,1,3,3,1,,1,5,NACE-82.92,NAICS-325998;  NAICS-561499;  NAICS-561910,ANZSIC-7320,
8299,Other business support service activities n.e.c.,F1.0657,ISIC-8299,ISIC-829,4,Class,N,82,829,8299,Yes,1,4,4,1,,5,10,NACE-82.99,NAICS-561491;  NAICS-561492;  NAICS-561499;  NAICS-561990,ANZSIC-3800;  ANZSIC-7291;  ANZSIC-7292;  ANZSIC-7293;  ANZSIC-7299,
O,Public administration and defence; compulsory social security,F1.0658,ISIC-O,ISIC,1,Sections,O,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-O,,,
84,Public administration and defence; compulsory social security,F1.0659,ISIC-84,ISIC-O,2,Division,O,84,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-84,,,
841,Administration of the State and the economic and social policy of the community,F1.0660,ISIC-841,ISIC-84,3,Group,O,84,841,0000,Yes,1,0,0,1,Yes,0,1,NACE-84.1,,,
8411,General public administration activities,F1.0661,ISIC-8411,ISIC-841,4,Class,O,84,841,8411,Yes,1,11,11,1,,4,16,NACE-84.11,NAICS-561440;  NAICS-921110;  NAICS-921120;  NAICS-921130;  NAICS-921140;  NAICS-921150;  NAICS-921190;  NAICS-922190;  NAICS-923110;  NAICS-923120;  NAICS-926110,ANZSIC-6950;  ANZSIC-7510;  ANZSIC-7520;  ANZSIC-7530,
8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",F1.0662,ISIC-8412,ISIC-841,4,Class,O,84,841,8412,Yes,1,8,8,1,,4,13,NACE-84.12,NAICS-923110;  NAICS-923120;  NAICS-923130;  NAICS-923140;  NAICS-924110;  NAICS-924120;  NAICS-925110;  NAICS-926110,ANZSIC-7510;  ANZSIC-7520;  ANZSIC-7530;  ANZSIC-7720,
8413,Regulation of and contribution to more efficient operation of businesses,F1.0663,ISIC-8413,ISIC-841,4,Class,O,84,841,8413,Yes,1,9,9,1,,4,14,NACE-84.13,NAICS-561990;  NAICS-924120;  NAICS-925120;  NAICS-926110;  NAICS-926120;  NAICS-926130;  NAICS-926140;  NAICS-926150;  NAICS-927110,ANZSIC-7510;  ANZSIC-7520;  ANZSIC-7530;  ANZSIC-7720,
842,Provision of services to the community as a whole,F1.0664,ISIC-842,ISIC-84,3,Group,O,84,842,0000,Yes,1,0,0,1,Yes,0,1,NACE-84.2,,,
8421,Foreign affairs,F1.0665,ISIC-8421,ISIC-842,4,Class,O,84,842,8421,Yes,1,3,3,1,,3,7,NACE-84.21,NAICS-926110;  NAICS-928110;  NAICS-928120,ANZSIC-7510;  ANZSIC-7551;  ANZSIC-7600,
8422,Defence activities,F1.0666,ISIC-8422,ISIC-842,4,Class,O,84,842,8422,Yes,1,2,2,1,,1,4,NACE-84.22,NAICS-922190;  NAICS-928110,ANZSIC-7600,
8423,Public order and safety activities,F1.0667,ISIC-8423,ISIC-842,4,Class,O,84,842,8423,Yes,3,15,15,3,,6,24,NACE-84.23;  NACE-84.24;  NACE-84.25,NAICS-561210;  NAICS-561990;  NAICS-921150;  NAICS-922110;  NAICS-922120;  NAICS-922130;  NAICS-922140;  NAICS-922150;  NAICS-922160;  NAICS-922190;  NAICS-924120;  NAICS-926120;  NAICS-928110;  NAICS-928110;  NAICS-928120,ANZSIC-7540;  ANZSIC-7600;  ANZSIC-7711;  ANZSIC-7713;  ANZSIC-7714;  ANZSIC-7719,
843,Compulsory social security activities,F1.0668,ISIC-843,ISIC-84,3,Group,O,84,843,0000,Yes,1,0,0,1,Yes,0,1,NACE-84.3,,,
8430,Compulsory social security activities,F1.0669,ISIC-8430,ISIC-843,4,Class,O,84,843,8430,Yes,1,1,1,1,,2,4,NACE-84.30,NAICS-923130,ANZSIC-6330;  ANZSIC-7510,
P,Education,F1.0670,ISIC-P,ISIC,1,Sections,P,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-P,,,
85,Education,F1.0671,ISIC-85,ISIC-P,2,Division,P,85,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-85,,,
851,Pre-primary and primary education,F1.0672,ISIC-851,ISIC-85,3,Group,P,85,851,0000,Yes,2,0,0,2,Yes,0,2,NACE-85.1;  NACE-85.2,,,
8510,Pre-primary and primary education,F1.0673,ISIC-8510,ISIC-851,4,Class,P,85,851,8510,Yes,2,2,2,2,,4,8,NACE-85.10;  NACE-85.20,NAICS-611110;  NAICS-611691,ANZSIC-8010;  ANZSIC-8021;  ANZSIC-8023;  ANZSIC-8024,
852,Secondary education,F1.0674,ISIC-852,ISIC-85,3,Group,P,85,852,0000,Yes,1,0,0,1,Yes,0,1,NACE-85.3,,,
8521,General secondary education,F1.0675,ISIC-8521,ISIC-852,4,Class,P,85,852,8521,Yes,1,1,1,1,,3,5,NACE-85.31,NAICS-611110,ANZSIC-8022;  ANZSIC-8023;  ANZSIC-8024,
8522,Technical and vocational secondary education,F1.0676,ISIC-8522,ISIC-852,4,Class,P,85,852,8522,Yes,1,6,6,1,,3,10,NACE-85.32,NAICS-611110;  NAICS-611410;  NAICS-611511;  NAICS-611512;  NAICS-611513;  NAICS-611519,ANZSIC-8024;  ANZSIC-8101;  ANZSIC-8219,
853,Higher education,F1.0677,ISIC-853,ISIC-85,3,Group,P,85,853,0000,Yes,1,0,0,1,Yes,0,1,NACE-85.4,,,
8530,Higher education,F1.0678,ISIC-8530,ISIC-853,4,Class,P,85,853,8530,Yes,2,2,2,2,,2,6,NACE-85.41;  NACE-85.42,NAICS-611210;  NAICS-611310,ANZSIC-8101;  ANZSIC-8102,
854,Other education,F1.0679,ISIC-854,ISIC-85,3,Group,P,85,854,0000,Yes,1,0,0,1,Yes,0,1,NACE-85.5,,,
8541,Sports and recreation education,F1.0680,ISIC-8541,ISIC-854,4,Class,P,85,854,8541,Yes,1,2,2,1,,2,5,NACE-85.51,NAICS-611620;  NAICS-611699,ANZSIC-8211;  ANZSIC-8219,
8542,Cultural education,F1.0681,ISIC-8542,ISIC-854,4,Class,P,85,854,8542,Yes,1,1,1,1,,2,4,NACE-85.52,NAICS-611610,ANZSIC-8212;  ANZSIC-8219,
8549,Other education n.e.c.,F1.0682,ISIC-8549,ISIC-854,4,Class,P,85,854,8549,Yes,2,7,7,2,,4,13,NACE-85.53;  NACE-85.59,NAICS-611420;  NAICS-611430;  NAICS-611512;  NAICS-611630;  NAICS-611691;  NAICS-611692;  NAICS-611699,ANZSIC-8101;  ANZSIC-8211;  ANZSIC-8212;  ANZSIC-8219,
855,Educational support activities,F1.0683,ISIC-855,ISIC-85,3,Group,P,85,855,0000,Yes,1,0,0,1,Yes,0,1,NACE-85.6,,,
8550,Educational support activities,F1.0684,ISIC-8550,ISIC-855,4,Class,P,85,855,8550,Yes,1,1,1,1,,2,4,NACE-85.60,NAICS-611710,ANZSIC-7211;  ANZSIC-8220,
Q,Human health and social work activities,F1.0685,ISIC-Q,ISIC,1,Sections,Q,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-Q,,,
86,Human health activities,F1.0686,ISIC-86,ISIC-Q,2,Division,Q,86,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-86,,,
861,Hospital activities,F1.0687,ISIC-861,ISIC-86,3,Group,Q,86,861,0000,Yes,1,0,0,1,Yes,0,1,NACE-86.1,,,
8610,Hospital activities,F1.0688,ISIC-8610,ISIC-861,4,Class,Q,86,861,8610,Yes,1,3,3,1,,2,6,NACE-86.10,NAICS-622110;  NAICS-622210;  NAICS-622310,ANZSIC-8401;  ANZSIC-8402,
862,Medical and dental practice activities,F1.0689,ISIC-862,ISIC-86,3,Group,Q,86,862,0000,Yes,1,0,0,1,Yes,0,1,NACE-86.2,,,
8620,Medical and dental practice activities,F1.0690,ISIC-8620,ISIC-862,4,Class,Q,86,862,8620,Yes,3,8,8,3,,3,14,NACE-86.21;  NACE-86.22;  NACE-86.23,NAICS-621111;  NAICS-621112;  NAICS-621210;  NAICS-621410;  NAICS-621420;  NAICS-621491;  NAICS-621493;  NAICS-621498,ANZSIC-8511;  ANZSIC-8512;  ANZSIC-8531,
869,Other human health activities,F1.0691,ISIC-869,ISIC-86,3,Group,Q,86,869,0000,Yes,1,0,0,1,Yes,0,1,NACE-86.9,,,
